Format Version,1.25,Take Name,Take 2025-04-29 12.39.36 PM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2025-04-29 12.39.37.060 PM,Capture Start Frame,35987,Total Frames in Take,5690,Total Exported Frames,5690,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,key,key,key,key,key,key
,ID,DDBA107A247B11F0B926ABA502A085B6,DDBA107A247B11F0B926ABA502A085B6,DDBA107A247B11F0B926ABA502A085B6,DDBA107A247B11F0B926ABA502A085B6,DDBA107A247B11F0B926ABA502A085B6,DDBA107A247B11F0B926ABA502A085B6
,Parent,,,,,,
,,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z
231,1.925000,-98.364723,0.029501,-21.568201,-2.436372,-72.424973,444.846252
232,1.933333,-98.356804,0.049048,-21.379257,-2.462822,-72.432327,444.804932
233,1.941667,-98.392227,0.067776,-21.167345,-2.510662,-72.454163,444.752472
234,1.950000,-98.363091,0.063379,-20.954432,-2.584369,-72.452553,444.752747
235,1.958333,-98.365181,0.063674,-20.746571,-2.645963,-72.451920,444.750793
236,1.966667,-98.346497,0.065183,-20.567991,-2.706672,-72.441055,444.795441
237,1.975000,-98.280647,0.040313,-20.439035,-2.793002,-72.407349,444.895050
238,1.983333,-98.190117,0.005128,-20.400953,-2.896250,-72.360863,445.052155
239,1.991667,-98.117630,-0.035607,-20.429262,-2.999825,-72.314331,445.230591
240,2.000000,-98.048729,-0.080892,-20.515884,-3.099758,-72.268166,445.360931
241,2.008333,-97.984299,-0.119771,-20.603395,-3.178963,-72.234695,445.458008
242,2.016667,-97.956711,-0.157491,-20.675770,-3.233518,-72.213867,445.521759
243,2.025000,-97.942093,-0.182706,-20.725233,-3.268826,-72.207893,445.562073
244,2.033333,-97.939400,-0.185429,-20.738150,-3.278382,-72.207802,445.560089
245,2.041667,-97.950333,-0.182386,-20.722313,-3.277947,-72.212929,445.533752
246,2.050000,-97.958878,-0.191720,-20.709835,-3.298645,-72.222565,445.512665
247,2.058333,-97.946617,-0.208996,-20.746443,-3.333630,-72.221382,445.534302
248,2.066667,-97.914864,-0.239146,-20.821684,-3.353762,-72.206535,445.567596
249,2.075000,-97.905006,-0.247949,-20.953991,-3.320806,-72.201073,445.591248
250,2.083333,-97.918442,-0.228968,-21.135590,-3.207397,-72.207809,445.597687
251,2.091667,-97.879364,-0.194137,-21.328552,-3.057299,-72.205063,445.580811
252,2.100000,-97.860420,-0.177309,-21.608324,-2.901005,-72.200157,445.599243
253,2.108333,-97.832726,-0.196068,-21.971416,-2.790947,-72.193878,445.663452
254,2.116667,-97.801155,-0.229444,-22.424500,-2.727108,-72.187386,445.755585
255,2.125000,-97.753296,-0.330835,-22.955769,-2.724793,-72.158020,445.828156
256,2.133333,-97.696991,-0.460506,-23.586679,-2.783371,-72.129929,445.931366
257,2.141667,-97.682526,-0.635778,-24.256134,-2.904666,-72.101112,446.055084
258,2.150000,-97.634590,-0.859132,-24.960566,-3.095460,-72.070587,446.182678
259,2.158333,-97.596718,-1.100976,-25.718998,-3.338358,-72.036179,446.318359
260,2.166667,-97.537987,-1.358743,-26.525272,-3.636157,-72.002495,446.508423
261,2.175000,-97.450638,-1.653589,-27.324022,-3.987071,-71.950157,446.678467
262,2.183333,-97.379532,-1.933398,-28.118290,-4.368111,-71.897881,446.893311
263,2.191667,-97.285606,-2.205238,-28.915838,-4.758090,-71.843781,447.154633
264,2.200000,-97.182800,-2.486669,-29.671120,-5.138229,-71.758423,447.442902
265,2.208333,-97.068008,-2.718712,-30.355413,-5.489777,-71.674690,447.770142
266,2.216667,-96.925240,-2.951698,-30.876198,-5.833077,-71.587051,448.151978
267,2.225000,-96.765343,-3.143872,-31.224216,-6.170686,-71.498718,448.567657
268,2.233333,-96.612366,-3.317033,-31.347311,-6.483843,-71.408424,448.933044
