Format Version,1.25,Take Name,Take 2025-04-28 04.18.35 PM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2025-04-28 04.18.36.065 PM,Capture Start Frame,228436,Total Frames in Take,2247,Total Exported Frames,2247,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,key,key,key,key,key,key
,ID,DDBA107A247B11F0B926ABA502A085B6,DDBA107A247B11F0B926ABA502A085B6,DDBA107A247B11F0B926ABA502A085B6,DDBA107A247B11F0B926ABA502A085B6,DDBA107A247B11F0B926ABA502A085B6,DDBA107A247B11F0B926ABA502A085B6
,Parent,,,,,,
,,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z
289,2.408333,130.261398,-8.667510,166.526733,28.454428,-43.181263,432.397552
290,2.416667,130.325897,-8.699859,166.510620,28.238127,-43.224491,432.218506
291,2.425000,130.395157,-8.702053,166.474869,28.031389,-43.257885,432.094330
292,2.433333,130.422272,-8.690848,166.411743,27.841747,-43.293709,432.000122
293,2.441667,130.362762,-8.677901,166.304977,27.662752,-43.334862,431.913818
294,2.450000,130.294968,-8.656395,166.207565,27.484358,-43.373093,431.868774
295,2.458333,130.220932,-8.633734,166.111664,27.315752,-43.418297,431.867004
296,2.466667,130.102875,-8.601269,166.019836,27.152447,-43.475151,431.832977
297,2.475000,130.005890,-8.580700,165.911011,26.990786,-43.545086,431.834412
298,2.483333,129.869049,-8.544436,165.808548,26.825666,-43.623600,431.825470
299,2.491667,129.732346,-8.518641,165.693954,26.663364,-43.704929,431.809509
300,2.500000,129.623734,-8.519004,165.584671,26.494995,-43.780907,431.776947
301,2.508333,129.553055,-8.526051,165.497101,26.338114,-43.826740,431.728485
