Frame,q0,qx,qy,qz,X,Y,Z,err
73302,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
73310,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
73326,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
73334,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
73350,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
73358,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
73366,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
73382,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
73390,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
73398,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
73414,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
73422,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
73438,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
73446,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
73454,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
73470,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
73478,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
73494,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
73502,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
73510,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
73526,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
73534,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
73542,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
73558,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
73566,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
73582,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
73590,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
73598,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
73614,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
73622,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
73630,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
73646,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
73654,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
73670,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
73678,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
73686,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
73702,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
73710,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
73726,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
73734,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
73742,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
73758,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
73766,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
73782,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
73790,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
73798,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
73814,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
73822,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
73838,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
73846,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
73854,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
73870,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
73878,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
73894,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
73902,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
73910,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
73926,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
73934,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
73942,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
73958,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
73966,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
73982,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
73990,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
73998,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74014,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74022,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74038,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74046,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74054,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74070,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74078,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74094,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74102,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74110,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74126,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74134,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74142,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74158,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74166,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74182,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74190,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74198,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74214,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74222,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74238,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74246,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74254,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74270,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74278,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74286,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74302,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74310,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74326,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74334,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74342,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74358,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74366,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74382,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74390,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74398,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74414,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74422,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74438,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74446,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74454,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74470,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74478,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74494,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74502,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74510,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74526,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74534,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74550,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74558,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74566,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74582,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74590,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74606,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74614,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74622,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74638,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74646,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74654,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74670,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74678,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74694,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74702,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74718,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74734,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74750,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74758,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74774,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74782,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74790,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74806,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74814,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74830,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74838,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74846,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74862,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74870,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74886,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74894,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74902,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74918,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74926,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74942,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74950,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74958,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74974,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74982,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
74990,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75006,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75014,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75030,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75038,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75046,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75062,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75070,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75086,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75094,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75102,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75118,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75126,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75142,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75150,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75166,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75174,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75182,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75198,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75206,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75222,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75230,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75238,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75254,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75262,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75270,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75286,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75294,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75310,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75318,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75326,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75342,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75350,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75358,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75374,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75382,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75398,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75406,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75414,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75430,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75438,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75446,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75462,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75470,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75478,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75494,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75502,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75510,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75526,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75534,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75550,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75558,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75566,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75582,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75590,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75598,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75614,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75622,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75630,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75646,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75654,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75670,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75678,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75686,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75702,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75710,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75718,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75734,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75742,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75750,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75766,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75774,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75790,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75798,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75806,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75822,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75830,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75846,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75854,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75862,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75878,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75886,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75902,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75910,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75918,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75934,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75942,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75958,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75966,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75982,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
75990,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76006,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76022,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76030,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76046,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76054,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76062,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76078,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76086,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76102,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76110,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76118,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76134,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76142,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76158,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76166,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76174,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76190,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76198,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76214,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76222,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76230,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76246,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76254,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76270,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76278,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76286,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76302,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76310,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76326,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76334,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76342,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76358,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76366,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76382,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76390,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76406,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76414,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76422,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76438,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76446,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76462,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76470,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76478,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76494,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76502,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76518,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76526,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76534,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76550,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76558,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76574,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76582,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76598,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76606,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76614,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76630,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76638,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76646,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76662,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76670,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76686,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76694,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76710,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76718,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76726,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76742,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76750,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76766,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76774,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76782,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76798,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76806,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76814,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76830,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76838,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76854,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76862,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76870,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76886,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76894,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76910,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76918,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76934,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76942,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76950,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76966,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76974,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76990,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
76998,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
77006,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
