Timestamp,Frame,q0,qx,qy,qz,X,Y,Z,err
10:59:59.130166,1318,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:59.162878,1326,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:59.194709,1334,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:59.229183,1350,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:59.261716,1358,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:59.293750,1366,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:59.327737,1382,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:59.367911,1390,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:59.402279,1406,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:59.434289,1414,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:59.467343,1422,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:59.500084,1438,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:59.533150,1446,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:59.565775,1454,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:59.598787,1462,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:59.632609,1478,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:59.665412,1486,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:59.697436,1494,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:59.732364,1510,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:59.762274,1518,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:59.794022,1526,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:59.827267,1542,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:59.862915,1550,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:59.893524,1558,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:59.925113,1574,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:59.965484,1582,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:59:59.997943,1590,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
11:00:00.030809,1606,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
11:00:00.062941,1614,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
11:00:00.127689,1638,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
11:00:00.175315,1646,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
11:00:00.207281,1662,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
11:00:00.243112,1670,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
11:00:00.275658,1686,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
11:00:00.308739,1694,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
11:00:00.341314,1702,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
11:00:00.375359,1718,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
11:00:00.407109,1726,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
11:00:00.440032,1734,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
11:00:00.473539,1750,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
11:00:00.506613,1758,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
11:00:00.541895,1766,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
11:00:00.572716,1782,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
11:00:00.603945,1790,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
11:00:00.639667,1798,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
11:00:00.672504,1806,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
11:00:00.704740,1822,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
11:00:00.742970,1830,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
11:00:00.775784,1838,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
11:00:00.809018,1854,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
11:00:00.841648,1862,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
11:00:00.874227,1870,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
11:00:00.907583,1886,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
11:00:00.941687,1894,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
11:00:00.974404,1902,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
11:00:01.007882,1918,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
11:00:01.041120,1926,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
11:00:01.074086,1934,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
11:00:01.106401,1950,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
11:00:01.139578,1958,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
11:00:01.171744,1966,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
11:00:01.203948,1982,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
11:00:01.273633,1990,0.566,-0.440,-0.051,0.695,72.994,154.126,-213.249,0.230
11:00:01.338885,2014,0.576,-0.396,-0.064,0.712,66.589,111.970,-188.486,0.118
11:00:01.408219,2030,0.600,-0.360,-0.033,0.714,70.684,94.714,-172.802,0.093
11:00:01.472082,2054,0.615,-0.310,-0.012,0.725,71.993,72.913,-157.627,0.059
11:00:01.543181,2078,0.623,-0.272,-0.010,0.733,67.921,51.801,-146.967,0.056
11:00:01.608488,2102,0.609,-0.269,-0.009,0.746,62.901,37.812,-140.858,0.070
11:00:01.676122,2118,0.600,-0.241,-0.021,0.762,56.605,29.460,-132.426,0.044
11:00:01.739857,2142,0.647,-0.215,-0.023,0.731,49.740,23.462,-127.994,0.091
11:00:01.808971,2166,0.673,-0.158,-0.043,0.721,43.926,14.959,-118.338,0.077
11:00:01.877227,2182,0.655,-0.160,-0.052,0.737,34.076,13.216,-115.883,0.031
11:00:01.942859,2206,0.666,-0.140,-0.046,0.731,24.709,7.958,-105.782,0.039
11:00:02.010616,2230,0.607,-0.130,-0.007,0.784,21.210,0.532,-95.092,0.066
11:00:02.073836,2246,0.604,-0.126,-0.007,0.787,19.707,-14.421,-95.157,0.049
11:00:02.106243,2270,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
11:00:02.178090,2278,0.612,-0.082,-0.006,0.786,15.740,-44.519,-94.866,0.060
11:00:02.245505,2302,0.606,-0.074,-0.005,0.792,11.067,-60.055,-95.294,0.054
11:00:02.278617,2326,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
11:00:02.345643,2334,0.611,-0.079,-0.016,0.787,2.778,-72.669,-104.364,0.051
11:00:02.409732,2358,0.622,-0.095,-0.010,0.777,-5.204,-69.059,-115.951,0.048
11:00:02.474212,2374,0.628,-0.094,-0.006,0.773,-10.289,-61.522,-122.961,0.052
11:00:02.541774,2398,0.641,-0.100,-0.001,0.761,-16.820,-42.371,-132.112,0.052
11:00:02.613662,2422,0.624,-0.116,0.001,0.773,-22.115,-19.702,-138.886,0.087
11:00:02.680134,2438,0.635,-0.138,0.010,0.760,-23.545,-2.194,-144.081,0.049
11:00:02.746040,2462,0.662,-0.139,0.017,0.736,-21.886,24.463,-147.939,0.039
11:00:02.811960,2486,0.696,-0.121,0.001,0.708,-17.484,44.165,-153.233,0.033
11:00:02.880893,2510,0.689,-0.121,0.011,0.714,-8.552,60.683,-158.446,0.051
11:00:02.944107,2526,0.683,-0.120,0.021,0.720,-0.608,69.727,-160.614,0.052
11:00:03.017812,2550,0.702,-0.066,0.076,0.705,21.420,76.633,-156.909,0.034
11:00:03.082253,2574,0.699,-0.010,0.130,0.703,38.280,74.534,-153.400,0.038
11:00:03.148434,2590,0.712,0.025,0.163,0.683,53.370,67.733,-150.472,0.078
11:00:03.216260,2614,0.698,0.047,0.191,0.689,60.892,55.453,-142.456,0.058
11:00:03.280349,2638,0.700,0.070,0.204,0.681,66.414,35.783,-135.207,0.049
11:00:03.353290,2654,0.707,0.068,0.202,0.675,66.267,23.932,-128.797,0.040
11:00:03.421638,2678,0.724,0.071,0.202,0.656,64.952,4.052,-122.072,0.047
11:00:03.488326,2702,0.771,0.038,0.169,0.613,57.664,-12.157,-114.101,0.082
11:00:03.554895,2718,0.777,0.025,0.156,0.610,50.659,-20.489,-108.905,0.053
11:00:03.624932,2742,0.767,0.039,0.160,0.620,48.838,-32.596,-104.663,0.045
11:00:03.691539,2766,0.771,0.041,0.149,0.618,40.307,-41.797,-102.184,0.063
11:00:03.756292,2790,0.762,0.038,0.151,0.629,33.155,-43.811,-100.795,0.059
11:00:03.823673,2806,0.755,0.047,0.151,0.636,26.715,-44.388,-99.975,0.048
11:00:03.893163,2830,0.752,0.047,0.152,0.640,19.475,-41.539,-101.105,0.050
11:00:03.955089,2854,0.754,0.046,0.146,0.639,10.922,-35.365,-106.225,0.049
11:00:04.030033,2870,0.751,0.053,0.144,0.642,6.366,-28.401,-110.440,0.057
11:00:04.096014,2894,0.756,0.051,0.139,0.637,-2.457,-15.954,-117.563,0.056
11:00:04.162801,2918,0.770,0.057,0.140,0.620,-8.032,0.743,-123.704,0.032
11:00:04.231744,2942,0.785,0.054,0.135,0.602,-12.687,21.011,-128.737,0.027
11:00:04.294541,2958,0.794,0.046,0.137,0.590,-13.977,35.462,-131.382,0.029
11:00:04.366632,2982,0.810,0.047,0.134,0.568,-13.921,56.379,-132.665,0.033
11:00:04.436525,3006,0.819,0.051,0.132,0.556,-11.334,77.297,-131.376,0.039
11:00:04.502523,3022,0.840,0.042,0.129,0.525,-4.403,92.415,-132.064,0.057
11:00:04.570273,3046,0.847,0.055,0.127,0.513,8.938,105.043,-129.388,0.044
11:00:04.637196,3070,0.847,0.065,0.142,0.507,24.902,111.110,-126.663,0.053
11:00:04.703280,3086,0.844,0.066,0.162,0.507,37.953,116.050,-125.152,0.063
11:00:04.767946,3110,0.843,0.077,0.187,0.499,53.909,107.930,-121.472,0.064
11:00:04.834484,3134,0.830,0.084,0.209,0.510,67.450,93.377,-116.977,0.069
11:00:04.903309,3150,0.815,0.087,0.226,0.526,75.030,83.996,-115.581,0.073
11:00:04.972310,3174,0.805,0.087,0.225,0.542,76.424,61.073,-109.662,0.079
11:00:05.039436,3198,0.788,0.093,0.222,0.566,76.753,38.742,-108.088,0.064
11:00:05.107496,3222,0.766,0.097,0.235,0.590,78.640,17.119,-114.177,0.070
11:00:05.198000,3246,0.754,0.100,0.215,0.613,75.145,-3.265,-119.381,0.046
11:00:05.285612,3278,0.735,0.089,0.212,0.638,67.713,-26.717,-131.108,0.055
11:00:05.348944,3294,0.738,0.079,0.211,0.636,60.698,-32.960,-133.985,0.047
11:00:05.415151,3318,0.742,0.065,0.209,0.633,50.032,-34.960,-136.408,0.059
11:00:05.481666,3342,0.752,0.047,0.198,0.626,37.344,-30.356,-140.567,0.045
11:00:05.547586,3358,0.756,0.056,0.182,0.627,30.395,-25.316,-142.769,0.043
11:00:05.620918,3382,0.773,0.048,0.172,0.609,21.513,-4.932,-149.626,0.046
11:00:05.687482,3406,0.788,0.048,0.170,0.590,15.798,20.146,-156.262,0.034
11:00:05.752221,3422,0.796,0.044,0.174,0.578,15.191,39.462,-158.909,0.038
11:00:05.818921,3446,0.821,0.050,0.160,0.545,18.167,71.756,-155.855,0.051
11:00:05.884573,3470,0.816,0.066,0.180,0.546,31.276,92.587,-153.460,0.065
11:00:05.957450,3494,0.816,0.072,0.155,0.552,40.196,98.236,-154.960,0.043
11:00:06.022993,3510,0.831,0.058,0.161,0.529,47.807,103.358,-158.357,0.100
11:00:06.089080,3534,0.839,0.060,0.168,0.515,63.240,94.562,-160.354,0.121
11:00:06.154240,3558,0.823,0.065,0.182,0.534,74.818,78.538,-162.529,0.088
11:00:06.228119,3574,0.824,0.064,0.185,0.532,78.745,61.317,-162.964,0.074
11:00:06.293628,3598,0.807,0.063,0.196,0.553,84.491,35.941,-163.541,0.056
11:00:06.358629,3622,0.797,0.057,0.210,0.564,84.231,10.905,-164.582,0.052
11:00:06.427751,3638,0.787,0.048,0.216,0.576,81.930,-5.431,-167.043,0.064
11:00:06.493746,3662,0.777,0.055,0.226,0.585,76.753,-25.462,-169.308,0.090
11:00:06.562830,3686,0.770,0.049,0.213,0.599,66.398,-35.607,-178.010,0.045
11:00:06.631821,3710,0.771,0.035,0.212,0.599,57.500,-37.334,-192.888,0.095
11:00:06.698537,3726,0.774,0.032,0.205,0.598,50.743,-36.119,-201.592,0.084
11:00:06.761682,3750,0.787,0.024,0.185,0.589,39.139,-24.262,-214.848,0.080
11:00:06.832724,3774,0.781,0.023,0.189,0.594,31.780,-10.694,-225.118,0.080
11:00:06.893694,3790,0.802,0.014,0.182,0.569,26.857,3.487,-230.975,0.097
11:00:06.963619,3814,0.815,0.004,0.193,0.546,24.219,28.716,-239.506,0.053
11:00:07.034123,3838,0.835,0.011,0.186,0.517,25.717,54.130,-240.568,0.193
11:00:07.101762,3854,0.828,0.028,0.190,0.526,27.541,66.214,-238.590,0.112
11:00:07.167702,3878,0.843,0.017,0.210,0.496,39.932,79.884,-241.967,0.055
11:00:07.235625,3902,0.856,0.027,0.193,0.478,49.423,82.421,-236.587,0.083
11:00:07.298508,3918,0.859,0.012,0.211,0.467,62.169,81.031,-235.242,0.133
11:00:07.365084,3942,0.854,0.017,0.224,0.470,72.602,67.228,-231.460,0.174
11:00:07.437800,3966,0.842,0.019,0.230,0.488,81.051,46.831,-226.984,0.305
11:00:07.503163,3990,0.831,0.026,0.218,0.511,80.609,19.598,-220.822,0.083
11:00:07.570115,4006,0.815,0.029,0.218,0.536,80.975,2.862,-220.255,0.106
11:00:07.637065,4030,0.814,0.033,0.219,0.538,76.077,-16.652,-214.080,0.050
11:00:07.704354,4054,0.811,0.046,0.205,0.546,70.676,-27.800,-210.178,0.058
11:00:07.769793,4070,0.810,0.046,0.206,0.548,63.430,-31.663,-207.474,0.075
11:00:07.838548,4094,0.811,0.038,0.184,0.554,48.650,-29.978,-205.295,0.083
11:00:07.904115,4118,0.807,0.032,0.175,0.563,34.684,-19.607,-201.132,0.022
11:00:07.971357,4134,0.801,0.025,0.182,0.570,27.888,-7.540,-197.741,0.053
11:00:08.037942,4158,0.836,-0.006,0.186,0.516,22.178,17.314,-194.797,0.106
11:00:08.103139,4182,0.842,0.016,0.191,0.505,18.871,38.770,-186.832,0.067
11:00:08.171531,4198,0.850,0.005,0.208,0.485,22.405,57.219,-183.370,0.089
11:00:08.235094,4222,0.857,0.026,0.207,0.471,28.856,71.872,-166.571,0.060
11:00:08.309619,4246,0.868,0.015,0.227,0.442,41.079,84.813,-152.284,0.085
11:00:08.376550,4262,0.859,0.025,0.249,0.446,51.619,87.303,-142.906,0.063
11:00:08.442279,4286,0.861,0.029,0.248,0.444,61.889,77.004,-129.418,0.051
