Frame,q0,qx,qy,qz,X,Y,Z,err
10:39:52.814118,14862,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:52.848078,14870,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:52.881238,14886,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:52.912746,14894,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:52.947621,14902,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:52.982628,14918,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:53.013433,14926,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:53.047200,14942,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:53.081889,14950,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:53.119094,14958,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:53.153546,14974,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:53.186720,14982,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:53.219389,14990,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:53.307511,15022,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:53.335992,15030,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:53.370464,15046,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:53.403737,15054,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:53.438224,15062,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:53.477849,15078,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:53.511868,15086,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:53.543762,15094,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:53.577575,15110,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:53.612320,15118,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:53.643478,15126,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:53.677106,15142,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:53.711421,15150,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:53.749250,15158,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:53.782665,15174,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:53.815501,15182,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:53.849408,15198,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:53.883703,15206,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:53.914407,15214,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:53.949018,15230,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:53.981407,15238,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:54.013312,15246,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:54.046724,15262,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:54.081535,15270,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:54.120117,15278,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:54.153380,15294,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:54.187753,15302,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:54.219788,15310,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:54.252790,15326,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:54.288399,15334,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:54.321605,15342,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:54.353823,15358,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:54.387858,15366,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:54.421672,15374,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:54.454362,15390,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:54.487792,15398,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:54.521751,15406,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:54.556867,15422,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:54.593960,15430,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:54.628505,15446,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:54.660465,15454,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:54.697028,15462,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:54.738329,15478,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:54.773330,15486,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:54.806820,15502,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:54.840620,15510,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:54.873224,15518,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:54.906428,15534,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:54.938961,15542,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:54.973667,15550,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:55.006868,15566,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:55.039843,15574,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:55.074637,15590,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:55.102163,15598,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:55.137092,15606,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:55.175994,15622,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:55.209901,15630,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:55.243030,15638,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:55.276727,15654,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:55.310123,15662,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:55.344988,15670,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:55.376645,15686,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:55.410152,15694,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:55.442154,15702,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:55.474089,15718,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:55.507535,15726,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:55.541781,15734,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:55.582547,15750,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:55.614719,15758,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:55.649576,15774,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:55.683061,15782,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:55.716335,15790,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:55.748626,15806,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:55.782957,15814,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
10:39:55.817037,15822,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
